request_id,lease_id,status,logged_by,ticket_number,log_date,problem,urgency,category,created_at,updated_at,deleted_at,image_path,assigned_to,expected_completion_date
1471,52,Completed,Clark West,TICKET-001471,2025-09-24,Switch not working,Level 1,Electrical,2025-09-24 00:00:00,2025-09-24 00:00:00,,,,
1472,110,Completed,Marcus Manager,TICKET-001472,2025-09-01,Wiring problem,Level 1,Electrical,2025-09-01 00:00:00,2025-09-01 00:00:00,,,,
1473,207,Completed,Marcus Manager,TICKET-001473,2025-09-16,Wall crack,Level 1,Structural,2025-09-16 00:00:00,2025-09-16 00:00:00,,,,
1474,147,Completed,Bernita Crona,TICKET-001474,2025-09-24,Ceiling crack,Level 4,Structural,2025-09-24 00:00:00,2025-09-24 00:00:00,,,,
1475,89,Completed,Bernita Crona,TICKET-001475,2025-09-16,Door not closing,Level 4,Structural,2025-09-16 00:00:00,2025-09-16 00:00:00,,,,
1476,182,Completed,Clark West,TICKET-001476,2025-09-21,Flooring issue,Level 4,Structural,2025-09-21 00:00:00,2025-09-21 00:00:00,,,,
1477,96,Completed,Mia Martinez,TICKET-001477,2025-09-23,Water heater broken,Level 1,Plumbing,2025-09-23 00:00:00,2025-09-23 00:00:00,,,,
1478,94,Completed,Clark West,TICKET-001478,2025-09-03,Low water pressure,Level 2,Plumbing,2025-09-03 00:00:00,2025-09-03 00:00:00,,,,
1479,119,Completed,Marcus Manager,TICKET-001479,2025-09-06,Termite inspection,Level 2,Pest Control,2025-09-06 00:00:00,2025-09-06 00:00:00,,,,
1480,128,Completed,Marcus Manager,TICKET-001480,2025-09-07,Oven issue,Level 3,Appliance,2025-09-07 00:00:00,2025-09-07 00:00:00,,,,
1481,133,Completed,King Bruen,TICKET-001481,2025-09-11,Microwave not heating,Level 3,Appliance,2025-09-11 00:00:00,2025-09-11 00:00:00,,,,
1482,294,Completed,Marcus Manager,TICKET-001482,2025-09-23,Rodent activity,Level 3,Pest Control,2025-09-23 00:00:00,2025-09-23 00:00:00,,,,
1483,298,Completed,Marcus Manager,TICKET-001483,2025-09-21,Rodent activity,Level 1,Pest Control,2025-09-21 00:00:00,2025-09-21 00:00:00,,,,
1484,200,Completed,Mia Martinez,TICKET-001484,2025-09-12,Dishwasher leakage,Level 2,Appliance,2025-09-12 00:00:00,2025-09-12 00:00:00,,,,
1485,222,Completed,King Bruen,TICKET-001485,2025-09-01,Light fixture malfunction,Level 3,Electrical,2025-09-01 00:00:00,2025-09-01 00:00:00,,,,
1486,223,Completed,King Bruen,TICKET-001486,2025-09-24,Light fixture malfunction,Level 1,Electrical,2025-09-24 00:00:00,2025-09-24 00:00:00,,,,
1487,225,Completed,Clark West,TICKET-001487,2025-09-17,Dryer not working,Level 2,Appliance,2025-09-17 00:00:00,2025-09-17 00:00:00,,,,
1488,259,Completed,Mia Martinez,TICKET-001488,2025-09-07,Pipe leakage,Level 2,Plumbing,2025-09-07 00:00:00,2025-09-07 00:00:00,,,,
1489,263,Completed,Mia Martinez,TICKET-001489,2025-10-24,Flooring issue,Level 2,Structural,2025-10-24 00:00:00,2025-10-24 00:00:00,,,,
1490,3,Completed,Mia Martinez,TICKET-001490,2025-10-14,Power outlet not working,Level 2,Electrical,2025-10-14 00:00:00,2025-10-14 00:00:00,,,,
1491,30,Completed,Clark West,TICKET-001491,2025-10-17,Switch not working,Level 2,Electrical,2025-10-17 00:00:00,2025-10-17 00:00:00,,,,
1492,32,Completed,Clark West,TICKET-001492,2025-10-23,Switch not working,Level 4,Electrical,2025-10-23 00:00:00,2025-10-23 00:00:00,,,,
1493,39,Completed,Bernita Crona,TICKET-001493,2025-10-18,Rodent activity,Level 3,Pest Control,2025-10-18 00:00:00,2025-10-18 00:00:00,,,,
1494,43,Completed,King Bruen,TICKET-001494,2025-10-04,Dryer not working,Level 2,Appliance,2025-10-04 00:00:00,2025-10-04 00:00:00,,,,
1495,58,Completed,Bernita Crona,TICKET-001495,2025-10-01,Exhaust fan noise,Level 2,Appliance,2025-10-01 00:00:00,2025-10-01 00:00:00,,,,
1496,104,Completed,Marcus Manager,TICKET-001496,2025-10-10,AC unit electrical issues,Level 3,Electrical,2025-10-10 00:00:00,2025-10-10 00:00:00,,,,
1497,66,Completed,Clark West,TICKET-001497,2025-10-29,Cockroach sighting,Level 1,Pest Control,2025-10-29 00:00:00,2025-10-29 00:00:00,,,,
1498,71,Completed,Bernita Crona,TICKET-001498,2025-10-11,Pipe leakage,Level 2,Plumbing,2025-10-11 00:00:00,2025-10-11 00:00:00,,,,
1499,182,Ongoing,Bernita Crona,TICKET-001499,2025-10-05,Cockroach sighting,Level 3,Pest Control,2025-10-05 00:00:00,2025-10-05 00:00:00,,,,
1500,92,Completed,Marcus Manager,TICKET-001500,2025-10-01,Flooring issue,Level 1,Structural,2025-10-01 00:00:00,2025-10-01 00:00:00,,,,
1501,92,Completed,Marcus Manager,TICKET-001501,2025-10-12,Spider infestation,Level 3,Pest Control,2025-10-12 00:00:00,2025-10-12 00:00:00,,,,
1502,99,Completed,Marcus Manager,TICKET-001502,2025-10-19,Loose tiles,Level 2,Structural,2025-10-19 00:00:00,2025-10-19 00:00:00,,,,
1503,125,Completed,Clark West,TICKET-001503,2025-10-02,AC unit electrical issues,Level 1,Electrical,2025-10-02 00:00:00,2025-10-02 00:00:00,,,,
1504,117,Completed,Clark West,TICKET-001504,2025-10-07,Wall crack,Level 2,Structural,2025-10-07 00:00:00,2025-10-07 00:00:00,,,,
1505,128,Completed,King Bruen,TICKET-001505,2025-10-22,Mosquito problem,Level 2,Pest Control,2025-10-22 00:00:00,2025-10-22 00:00:00,,,,
1506,134,Completed,Marcus Manager,TICKET-001506,2025-10-10,Window frame repair,Level 1,Structural,2025-10-10 00:00:00,2025-10-10 00:00:00,,,,
1507,289,Completed,Bernita Crona,TICKET-001507,2025-10-04,Bed bug inspection,Level 4,Pest Control,2025-10-04 00:00:00,2025-10-04 00:00:00,,,,
1508,155,Completed,Marcus Manager,TICKET-001508,2025-10-27,Window frame repair,Level 4,Structural,2025-10-27 00:00:00,2025-10-27 00:00:00,,,,
1509,294,Completed,Marcus Manager,TICKET-001509,2025-10-08,Ceiling crack,Level 2,Structural,2025-10-08 00:00:00,2025-10-08 00:00:00,,,,
1510,195,Completed,Mia Martinez,TICKET-001510,2025-10-31,Wall crack,Level 2,Structural,2025-10-31 00:00:00,2025-10-31 00:00:00,,,,
1511,194,Completed,Mia Martinez,TICKET-001511,2025-10-29,Mosquito problem,Level 4,Pest Control,2025-10-29 00:00:00,2025-10-29 00:00:00,,,,
1512,222,Completed,Bernita Crona,TICKET-001512,2025-10-14,Wall crack,Level 1,Structural,2025-10-14 00:00:00,2025-10-14 00:00:00,,,,
1513,224,Completed,Bernita Crona,TICKET-001513,2025-10-04,Water heater broken,Level 1,Plumbing,2025-10-04 00:00:00,2025-10-04 00:00:00,,,,
1514,243,Completed,Clark West,TICKET-001514,2025-10-04,Door frame damage,Level 1,Structural,2025-10-04 00:00:00,2025-10-04 00:00:00,,,,
1515,261,Completed,King Bruen,TICKET-001515,2025-10-10,Wiring problem,Level 1,Electrical,2025-10-10 00:00:00,2025-10-10 00:00:00,,,,
1516,260,Completed,Bernita Crona,TICKET-001516,2025-10-03,Dripping shower head,Level 2,Plumbing,2025-10-03 00:00:00,2025-10-03 00:00:00,,,,
1517,4,Completed,Bernita Crona,TICKET-001517,2025-11-26,Oven issue,Level 4,Appliance,2025-11-26 00:00:00,2025-11-26 00:00:00,,,,
1518,11,Completed,Mia Martinez,TICKET-001518,2025-11-10,Oven issue,Level 1,Appliance,2025-11-10 00:00:00,2025-11-10 00:00:00,,,,
1519,13,Completed,Marcus Manager,TICKET-001519,2025-11-30,Mosquito problem,Level 3,Pest Control,2025-11-30 00:00:00,2025-11-30 00:00:00,,,,
1520,22,Completed,Marcus Manager,TICKET-001520,2025-11-24,Pipe leakage,Level 3,Plumbing,2025-11-24 00:00:00,2025-11-24 00:00:00,,,,
1521,21,Completed,King Bruen,TICKET-001521,2025-11-09,Leaking faucet,Level 4,Plumbing,2025-11-09 00:00:00,2025-11-09 00:00:00,,,,
1522,24,Completed,Bernita Crona,TICKET-001522,2025-11-08,Electrical panel inspection,Level 2,Electrical,2025-11-08 00:00:00,2025-11-08 00:00:00,,,,
1523,25,Completed,King Bruen,TICKET-001523,2025-11-23,Running toilet,Level 1,Plumbing,2025-11-23 00:00:00,2025-11-23 00:00:00,,,,
1524,45,Completed,King Bruen,TICKET-001524,2025-11-17,Flooring issue,Level 1,Structural,2025-11-17 00:00:00,2025-11-17 00:00:00,,,,
1525,48,Completed,King Bruen,TICKET-001525,2025-11-02,Door not closing,Level 4,Structural,2025-11-02 00:00:00,2025-11-02 00:00:00,,,,
1526,210,Completed,Marcus Manager,TICKET-001526,2025-11-02,Ant infestation,Level 2,Pest Control,2025-11-02 00:00:00,2025-11-02 00:00:00,,,,
1527,217,Completed,Clark West,TICKET-001527,2025-11-16,Refrigerator not cooling,Level 1,Appliance,2025-11-16 00:00:00,2025-11-16 00:00:00,,,,
1528,79,Completed,King Bruen,TICKET-001528,2025-11-25,Wiring problem,Level 3,Electrical,2025-11-25 00:00:00,2025-11-25 00:00:00,,,,
1529,207,Completed,King Bruen,TICKET-001529,2025-11-18,Door frame damage,Level 1,Structural,2025-11-18 00:00:00,2025-11-18 00:00:00,,,,
1530,88,Completed,Bernita Crona,TICKET-001530,2025-11-03,Door frame damage,Level 2,Structural,2025-11-03 00:00:00,2025-11-03 00:00:00,,,,
1531,87,Completed,King Bruen,TICKET-001531,2025-11-05,Circuit breaker tripping,Level 3,Electrical,2025-11-05 00:00:00,2025-11-05 00:00:00,,,,
1532,94,Completed,Marcus Manager,TICKET-001532,2025-11-11,AC remote issue,Level 2,Appliance,2025-11-11 00:00:00,2025-11-11 00:00:00,,,,
1533,95,Completed,Mia Martinez,TICKET-001533,2025-11-15,Bed bug inspection,Level 3,Pest Control,2025-11-15 00:00:00,2025-11-15 00:00:00,,,,
1534,98,Completed,Marcus Manager,TICKET-001534,2025-11-07,Flooring issue,Level 1,Structural,2025-11-07 00:00:00,2025-11-07 00:00:00,,,,
1535,99,Completed,Marcus Manager,TICKET-001535,2025-11-24,Ant infestation,Level 3,Pest Control,2025-11-24 00:00:00,2025-11-24 00:00:00,,,,
1536,115,Completed,Bernita Crona,TICKET-001536,2025-11-18,AC unit electrical issues,Level 3,Electrical,2025-11-18 00:00:00,2025-11-18 00:00:00,,,,
1537,115,Completed,Bernita Crona,TICKET-001537,2025-11-28,Circuit breaker tripping,Level 1,Electrical,2025-11-28 00:00:00,2025-11-28 00:00:00,,,,
1538,301,Completed,Bernita Crona,TICKET-001538,2025-11-24,Running toilet,Level 2,Plumbing,2025-11-24 00:00:00,2025-11-24 00:00:00,,,,
1539,192,Pending,Mia Martinez,TICKET-001539,2025-11-11,AC unit electrical issues,Level 1,Electrical,2025-11-11 00:00:00,2025-11-11 00:00:00,,,,
1540,279,Completed,Mia Martinez,TICKET-001540,2025-11-11,Clogged drain,Level 2,Plumbing,2025-11-11 00:00:00,2025-11-11 00:00:00,,,,
1541,259,Completed,Mia Martinez,TICKET-001541,2025-11-20,Rodent activity,Level 3,Pest Control,2025-11-20 00:00:00,2025-11-20 00:00:00,,,,
1542,257,Completed,King Bruen,TICKET-001542,2025-11-16,Refrigerator not cooling,Level 1,Appliance,2025-11-16 00:00:00,2025-11-16 00:00:00,,,,
1543,2,Completed,Bernita Crona,TICKET-001543,2025-12-05,Flooring issue,Level 1,Structural,2025-12-05 00:00:00,2025-12-05 00:00:00,,,,
1544,1,Completed,Clark West,TICKET-001544,2025-12-31,Refrigerator not cooling,Level 2,Appliance,2025-12-31 00:00:00,2025-12-31 00:00:00,,,,
1545,9,Completed,King Bruen,TICKET-001545,2025-12-24,Microwave not heating,Level 3,Appliance,2025-12-24 00:00:00,2025-12-24 00:00:00,,,,
1546,11,Completed,Mia Martinez,TICKET-001546,2025-12-05,Microwave not heating,Level 1,Appliance,2025-12-05 00:00:00,2025-12-05 00:00:00,,,,
1547,21,Completed,King Bruen,TICKET-001547,2025-12-02,Rodent activity,Level 2,Pest Control,2025-12-02 00:00:00,2025-12-02 00:00:00,,,,
1548,38,Completed,Bernita Crona,TICKET-001548,2025-12-22,Electrical panel inspection,Level 1,Electrical,2025-12-22 00:00:00,2025-12-22 00:00:00,,,,
1549,41,Completed,King Bruen,TICKET-001549,2025-12-04,Clogged drain,Level 4,Plumbing,2025-12-04 00:00:00,2025-12-04 00:00:00,,,,
1550,51,Completed,Bernita Crona,TICKET-001550,2025-12-01,Switch not working,Level 2,Electrical,2025-12-01 00:00:00,2025-12-01 00:00:00,,,,
1551,48,Completed,Bernita Crona,TICKET-001551,2025-12-08,Light fixture malfunction,Level 2,Electrical,2025-12-08 00:00:00,2025-12-08 00:00:00,,,,
1552,220,Completed,Marcus Manager,TICKET-001552,2025-12-24,Ant infestation,Level 3,Pest Control,2025-12-24 00:00:00,2025-12-24 00:00:00,,,,
1553,107,Completed,Clark West,TICKET-001553,2025-12-19,Clogged drain,Level 1,Plumbing,2025-12-19 00:00:00,2025-12-19 00:00:00,,,,
1554,80,Completed,King Bruen,TICKET-001554,2025-12-02,Bed bug inspection,Level 2,Pest Control,2025-12-02 00:00:00,2025-12-02 00:00:00,,,,
1555,82,Completed,King Bruen,TICKET-001555,2025-12-01,Door not closing,Level 2,Structural,2025-12-01 00:00:00,2025-12-01 00:00:00,,,,
1556,182,Completed,Mia Martinez,TICKET-001556,2025-12-05,Washing machine malfunction,Level 2,Appliance,2025-12-05 00:00:00,2025-12-05 00:00:00,,,,
1557,87,Completed,Mia Martinez,TICKET-001557,2025-12-14,Door not closing,Level 2,Structural,2025-12-14 00:00:00,2025-12-14 00:00:00,,,,
1558,96,Completed,Mia Martinez,TICKET-001558,2025-12-23,Termite inspection,Level 1,Pest Control,2025-12-23 00:00:00,2025-12-23 00:00:00,,,,
1559,99,Completed,King Bruen,TICKET-001559,2025-12-25,Dripping shower head,Level 4,Plumbing,2025-12-25 00:00:00,2025-12-25 00:00:00,,,,
1560,101,Completed,King Bruen,TICKET-001560,2025-12-18,Running toilet,Level 1,Plumbing,2025-12-18 00:00:00,2025-12-18 00:00:00,,,,
1561,123,Completed,Marcus Manager,TICKET-001561,2025-12-15,Oven issue,Level 2,Appliance,2025-12-15 00:00:00,2025-12-15 00:00:00,,,,
1562,125,Completed,Mia Martinez,TICKET-001562,2025-12-18,Mosquito problem,Level 2,Pest Control,2025-12-18 00:00:00,2025-12-18 00:00:00,,,,
1563,281,Completed,Clark West,TICKET-001563,2025-12-26,Dripping shower head,Level 3,Plumbing,2025-12-26 00:00:00,2025-12-26 00:00:00,,,,
1564,286,Completed,Clark West,TICKET-001564,2025-12-23,Mosquito problem,Level 3,Pest Control,2025-12-23 00:00:00,2025-12-23 00:00:00,,,,
1565,155,Completed,Marcus Manager,TICKET-001565,2025-12-07,Termite inspection,Level 3,Pest Control,2025-12-07 00:00:00,2025-12-07 00:00:00,,,,
1566,301,Completed,Bernita Crona,TICKET-001566,2025-12-30,Flooring issue,Level 1,Structural,2025-12-30 00:00:00,2025-12-30 00:00:00,,,,
1567,221,Completed,Bernita Crona,TICKET-001567,2025-12-24,Leaking faucet,Level 2,Plumbing,2025-12-24 00:00:00,2025-12-24 00:00:00,,,,
1568,227,Completed,Marcus Manager,TICKET-001568,2025-12-01,AC remote issue,Level 4,Appliance,2025-12-01 00:00:00,2025-12-01 00:00:00,,,,
1569,251,Completed,Marcus Manager,TICKET-001569,2025-12-15,Leaking faucet,Level 2,Plumbing,2025-12-15 00:00:00,2025-12-15 00:00:00,,,,
1570,255,Completed,Mia Martinez,TICKET-001570,2025-12-26,AC unit electrical issues,Level 1,Electrical,2025-12-26 00:00:00,2025-12-26 00:00:00,,,,
1571,257,Completed,Bernita Crona,TICKET-001571,2025-12-28,Termite inspection,Level 3,Pest Control,2025-12-28 00:00:00,2025-12-28 00:00:00,,,,
1572,178,Completed,Marcus Manager,TICKET-001572,2026-01-05,Wall crack,Level 2,Structural,2026-01-05 00:00:00,2026-01-05 00:00:00,,,,
1573,16,Completed,Clark West,TICKET-001573,2026-01-27,Dripping shower head,Level 2,Plumbing,2026-01-27 00:00:00,2026-01-27 00:00:00,,,,
1574,20,Completed,Clark West,TICKET-001574,2026-01-01,Exhaust fan noise,Level 2,Appliance,2026-01-01 00:00:00,2026-01-01 00:00:00,,,,
1575,33,Completed,Mia Martinez,TICKET-001575,2026-01-28,Sink drainage issue,Level 1,Plumbing,2026-01-28 00:00:00,2026-01-28 00:00:00,,,,
1576,42,Completed,Clark West,TICKET-001576,2026-01-28,Dripping shower head,Level 1,Plumbing,2026-01-28 00:00:00,2026-01-28 00:00:00,,,,
1577,41,Completed,Marcus Manager,TICKET-001577,2026-01-25,Switch not working,Level 2,Electrical,2026-01-25 00:00:00,2026-01-25 00:00:00,,,,
1578,43,Completed,King Bruen,TICKET-001578,2026-01-22,Switch not working,Level 3,Electrical,2026-01-22 00:00:00,2026-01-22 00:00:00,,,,
1579,219,Completed,Clark West,TICKET-001579,2026-01-24,Dripping shower head,Level 2,Plumbing,2026-01-24 00:00:00,2026-01-24 00:00:00,,,,
1580,66,Completed,Mia Martinez,TICKET-001580,2026-01-15,Wiring problem,Level 1,Electrical,2026-01-15 00:00:00,2026-01-15 00:00:00,,,,
1581,146,Completed,Marcus Manager,TICKET-001581,2026-01-20,Exhaust fan noise,Level 2,Appliance,2026-01-20 00:00:00,2026-01-20 00:00:00,,,,
1582,82,Completed,King Bruen,TICKET-001582,2026-01-09,Door not closing,Level 4,Structural,2026-01-09 00:00:00,2026-01-09 00:00:00,,,,
1583,85,Completed,Bernita Crona,TICKET-001583,2026-01-26,Door not closing,Level 3,Structural,2026-01-26 00:00:00,2026-01-26 00:00:00,,,,
1584,90,Completed,Bernita Crona,TICKET-001584,2026-01-10,Exhaust fan noise,Level 2,Appliance,2026-01-10 00:00:00,2026-01-10 00:00:00,,,,
1585,90,Completed,Mia Martinez,TICKET-001585,2026-01-06,Ant infestation,Level 3,Pest Control,2026-01-06 00:00:00,2026-01-06 00:00:00,,,,
1586,93,Completed,Marcus Manager,TICKET-001586,2026-01-24,Washing machine malfunction,Level 2,Appliance,2026-01-24 00:00:00,2026-01-24 00:00:00,,,,
1587,99,Completed,King Bruen,TICKET-001587,2026-01-30,Window frame repair,Level 2,Structural,2026-01-30 00:00:00,2026-01-30 00:00:00,,,,
1588,139,Completed,Mia Martinez,TICKET-001588,2026-01-20,Flooring issue,Level 1,Structural,2026-01-20 00:00:00,2026-01-20 00:00:00,,,,
1589,286,Completed,Bernita Crona,TICKET-001589,2026-01-10,Cockroach sighting,Level 2,Pest Control,2026-01-10 00:00:00,2026-01-10 00:00:00,,,,
1590,150,Completed,Marcus Manager,TICKET-001590,2026-01-21,General pest treatment,Level 4,Pest Control,2026-01-21 00:00:00,2026-01-21 00:00:00,,,,
1591,157,Completed,Clark West,TICKET-001591,2026-01-27,Refrigerator not cooling,Level 3,Appliance,2026-01-27 00:00:00,2026-01-27 00:00:00,,,,
1592,183,Completed,Bernita Crona,TICKET-001592,2026-01-07,Light fixture malfunction,Level 1,Electrical,2026-01-07 00:00:00,2026-01-07 00:00:00,,,,
1593,221,Completed,Marcus Manager,TICKET-001593,2026-01-02,Wiring problem,Level 4,Electrical,2026-01-02 00:00:00,2026-01-02 00:00:00,,,,
1594,222,Completed,Bernita Crona,TICKET-001594,2026-01-07,Microwave not heating,Level 2,Appliance,2026-01-07 00:00:00,2026-01-07 00:00:00,,,,
1595,225,Completed,Bernita Crona,TICKET-001595,2026-01-14,Refrigerator not cooling,Level 4,Appliance,2026-01-14 00:00:00,2026-01-14 00:00:00,,,,
1596,230,Completed,Mia Martinez,TICKET-001596,2026-01-27,Flickering lights,Level 1,Electrical,2026-01-27 00:00:00,2026-01-27 00:00:00,,,,
1597,248,Completed,Marcus Manager,TICKET-001597,2026-01-06,Wiring problem,Level 1,Electrical,2026-01-06 00:00:00,2026-01-06 00:00:00,,,,
1598,254,Completed,King Bruen,TICKET-001598,2026-01-29,Electrical panel inspection,Level 1,Electrical,2026-01-29 00:00:00,2026-01-29 00:00:00,,,,
1599,1,Completed,Marcus Manager,TICKET-001599,2026-02-28,Door frame damage,Level 3,Structural,2026-02-28 00:00:00,2026-02-28 00:00:00,,,,
1600,23,Completed,Bernita Crona,TICKET-001600,2026-02-15,General pest treatment,Level 3,Pest Control,2026-02-15 00:00:00,2026-02-15 00:00:00,,,,
1601,40,Completed,Marcus Manager,TICKET-001601,2026-02-12,Flooring issue,Level 3,Structural,2026-02-12 00:00:00,2026-02-12 00:00:00,,,,
1602,40,Completed,Clark West,TICKET-001602,2026-02-28,Flooring issue,Level 1,Structural,2026-02-28 00:00:00,2026-02-28 00:00:00,,,,
1603,57,Completed,Mia Martinez,TICKET-001603,2026-02-27,Door not closing,Level 2,Structural,2026-02-27 00:00:00,2026-02-27 00:00:00,,,,
1604,57,Completed,King Bruen,TICKET-001604,2026-02-08,Clogged drain,Level 1,Plumbing,2026-02-08 00:00:00,2026-02-08 00:00:00,,,,
1605,204,Completed,Bernita Crona,TICKET-001605,2026-02-15,Rodent activity,Level 4,Pest Control,2026-02-15 00:00:00,2026-02-15 00:00:00,,,,
1606,205,Completed,Bernita Crona,TICKET-001606,2026-02-06,Bed bug inspection,Level 3,Pest Control,2026-02-06 00:00:00,2026-02-06 00:00:00,,,,
1607,84,Completed,Mia Martinez,TICKET-001607,2026-02-06,Electrical panel inspection,Level 1,Electrical,2026-02-06 00:00:00,2026-02-06 00:00:00,,,,
1608,87,Completed,King Bruen,TICKET-001608,2026-02-25,Sink drainage issue,Level 1,Plumbing,2026-02-25 00:00:00,2026-02-25 00:00:00,,,,
1609,96,Completed,Bernita Crona,TICKET-001609,2026-02-01,Door frame damage,Level 2,Structural,2026-02-01 00:00:00,2026-02-01 00:00:00,,,,
1610,100,Completed,Bernita Crona,TICKET-001610,2026-02-12,Flickering lights,Level 1,Electrical,2026-02-12 00:00:00,2026-02-12 00:00:00,,,,
1611,97,Completed,Marcus Manager,TICKET-001611,2026-02-28,Wall damage,Level 1,Structural,2026-02-28 00:00:00,2026-02-28 00:00:00,,,,
1612,126,Completed,King Bruen,TICKET-001612,2026-02-01,Sink drainage issue,Level 1,Plumbing,2026-02-01 00:00:00,2026-02-01 00:00:00,,,,
1613,122,Completed,Bernita Crona,TICKET-001613,2026-02-02,Flooring issue,Level 2,Structural,2026-02-02 00:00:00,2026-02-02 00:00:00,,,,
1614,135,Completed,Marcus Manager,TICKET-001614,2026-02-23,Bed bug inspection,Level 3,Pest Control,2026-02-23 00:00:00,2026-02-23 00:00:00,,,,
1615,153,Completed,Mia Martinez,TICKET-001615,2026-02-20,Light fixture malfunction,Level 1,Electrical,2026-02-20 00:00:00,2026-02-20 00:00:00,,,,
1616,169,Completed,Clark West,TICKET-001616,2026-02-19,Flooring issue,Level 2,Structural,2026-02-19 00:00:00,2026-02-19 00:00:00,,,,
1617,186,Completed,Bernita Crona,TICKET-001617,2026-02-17,Leaking faucet,Level 1,Plumbing,2026-02-17 00:00:00,2026-02-17 00:00:00,,,,
1618,184,Completed,Mia Martinez,TICKET-001618,2026-02-17,Washing machine malfunction,Level 2,Appliance,2026-02-17 00:00:00,2026-02-17 00:00:00,,,,
1619,221,Completed,Bernita Crona,TICKET-001619,2026-02-25,Dripping shower head,Level 3,Plumbing,2026-02-25 00:00:00,2026-02-25 00:00:00,,,,
1620,234,Completed,Clark West,TICKET-001620,2026-02-16,Ant infestation,Level 3,Pest Control,2026-02-16 00:00:00,2026-02-16 00:00:00,,,,
1621,248,Completed,Bernita Crona,TICKET-001621,2026-02-24,Water heater broken,Level 3,Plumbing,2026-02-24 00:00:00,2026-02-24 00:00:00,,,,
